Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_Count
Diabetes,Hunger,Lethargy,Losing sight,Loss of appetite,Collapse,None,None,5
Diabetes,Weight Loss,Cataracts,Losing sight,Coma,None,None,None,4
Diabetes,Increased drinking and urination,Weight Loss,Lethargy,Cataracts,Loss of appetite,None,None,5
Diabetes,Increased drinking and urination,Weight Loss,Vomiting,Cataracts,Glucose in urine,Lack of energy,None,6
Diabetes,Increased drinking and urination,Hunger,Losing sight,Glucose in urine,Enlarged Liver,None,None,5
Diabetes,Increased drinking and urination,Vomiting,Loss of appetite,Lack of energy,None,None,None,4
Diabetes,Increased drinking and urination,Lethargy,Cataracts,Losing sight,Collapse,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Loss of appetite,Lack of energy,Enlarged Liver,None,None,None,4
Diabetes,Increased drinking and urination,Hunger,Cataracts,Losing sight,Collapse,Lack of energy,None,6
Diabetes,Hunger,Lethargy,Loss of appetite,Coma,Collapse,None,None,5
Diabetes,Hunger,Loss of appetite,Coma,Collapse,Enlarged Liver,None,None,5
Diabetes,Increased drinking and urination,Weight Loss,Losing sight,Coma,Collapse,Lack of energy,None,6
Diabetes,Weight Loss,Lethargy,Vomiting,Losing sight,None,None,None,4
Diabetes,Lethargy,Cataracts,Losing sight,Collapse,Enlarged Liver,None,None,5
Diabetes,Hunger,Weight Loss,Vomiting,Glucose in urine,Lack of energy,None,None,5
Diabetes,Weight Loss,Lethargy,Cataracts,Losing sight,Loss of appetite,Coma,None,6
Diabetes,Weight Loss,Vomiting,Losing sight,Loss of appetite,Enlarged Liver,None,None,5
Diabetes,Hunger,Glucose in urine,Collapse,Lack of energy,Enlarged Liver,None,None,5
Diabetes,Increased drinking and urination,Weight Loss,Vomiting,Glucose in urine,Coma,Lack of energy,None,6
Diabetes,Increased drinking and urination,Vomiting,Cataracts,Losing sight,Glucose in urine,Collapse,None,6
Diabetes,Increased drinking and urination,Vomiting,Cataracts,Loss of appetite,Lack of energy,None,None,5
Diabetes,Hunger,Lethargy,Vomiting,Cataracts,Losing sight,Collapse,None,6
Diabetes,Glucose in urine,Coma,Lack of energy,Enlarged Liver,None,None,None,4
Diabetes,Increased drinking and urination,Cataracts,Loss of appetite,Glucose in urine,Lack of energy,None,None,5
Diabetes,Increased drinking and urination,Cataracts,Loss of appetite,Glucose in urine,Collapse,None,None,5
Diabetes,Hunger,Weight Loss,Vomiting,Loss of appetite,Coma,None,None,5
Diabetes,Increased drinking and urination,Lethargy,Cataracts,Coma,None,None,None,4
Diabetes,Hunger,Weight Loss,Losing sight,Glucose in urine,Collapse,Lack of energy,None,6
Diabetes,Increased drinking and urination,Weight Loss,Lethargy,Loss of appetite,Collapse,None,None,5
Diabetes,Increased drinking and urination,Vomiting,Cataracts,Losing sight,Loss of appetite,Collapse,None,6
Diabetes,Cataracts,Losing sight,Loss of appetite,Coma,Lack of energy,None,None,5
Diabetes,Vomiting,Cataracts,Loss of appetite,Glucose in urine,Coma,Lack of energy,None,6
Diabetes,Increased drinking and urination,Cataracts,Losing sight,Lack of energy,None,None,None,4
Diabetes,Increased drinking and urination,Hunger,Lethargy,Cataracts,Loss of appetite,Coma,None,6
Diabetes,Increased drinking and urination,Hunger,Glucose in urine,Collapse,Lack of energy,None,None,5
Diabetes,Increased drinking and urination,Hunger,Weight Loss,Loss of appetite,Lack of energy,None,None,5
Diabetes,Vomiting,Loss of appetite,Glucose in urine,Enlarged Liver,None,None,None,4
Diabetes,Increased drinking and urination,Hunger,Weight Loss,Lethargy,Enlarged Liver,None,None,5
Diabetes,Increased drinking and urination,Weight Loss,Losing sight,Lack of energy,None,None,None,4
Diabetes,Increased drinking and urination,Weight Loss,Lethargy,Losing sight,Glucose in urine,None,None,5
Diabetes,Vomiting,Cataracts,Loss of appetite,Coma,Lack of energy,Enlarged Liver,None,6
Diabetes,Lethargy,Cataracts,Losing sight,Loss of appetite,Lack of energy,None,None,5
Diabetes,Hunger,Lethargy,Vomiting,Coma,Enlarged Liver,None,None,5
Diabetes,Hunger,Cataracts,Glucose in urine,Coma,Collapse,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Weight Loss,Cataracts,Losing sight,Coma,Lack of energy,None,6
Diabetes,Increased drinking and urination,Hunger,Weight Loss,Lethargy,Loss of appetite,Coma,None,6
Diabetes,Increased drinking and urination,Vomiting,Coma,Collapse,Enlarged Liver,None,None,5
Diabetes,Weight Loss,Cataracts,Losing sight,Collapse,Lack of energy,Enlarged Liver,None,6
Diabetes,Weight Loss,Vomiting,Loss of appetite,Collapse,Lack of energy,None,None,5
Diabetes,Increased drinking and urination,Lethargy,Vomiting,Cataracts,Loss of appetite,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Hunger,Lethargy,Collapse,None,None,None,4
Diabetes,Hunger,Cataracts,Loss of appetite,Lack of energy,Enlarged Liver,None,None,5
Diabetes,Hunger,Losing sight,Glucose in urine,Enlarged Liver,None,None,None,4
Diabetes,Hunger,Weight Loss,Vomiting,Coma,Collapse,Lack of energy,None,6
Diabetes,Increased drinking and urination,Hunger,Vomiting,Cataracts,Losing sight,Glucose in urine,None,6
Diabetes,Hunger,Vomiting,Cataracts,Losing sight,Glucose in urine,Collapse,None,6
Diabetes,Hunger,Weight Loss,Lethargy,Cataracts,None,None,None,4
Diabetes,Increased drinking and urination,Lethargy,Coma,Collapse,Lack of energy,Enlarged Liver,None,6
Diabetes,Hunger,Weight Loss,Lethargy,Glucose in urine,None,None,None,4
Diabetes,Hunger,Lethargy,Loss of appetite,Glucose in urine,Collapse,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Hunger,Weight Loss,Losing sight,Coma,None,None,5
Diabetes,Weight Loss,Cataracts,Losing sight,Collapse,Lack of energy,None,None,5
Diabetes,Increased drinking and urination,Lethargy,Coma,Collapse,Lack of energy,None,None,5
Diabetes,Increased drinking and urination,Weight Loss,Coma,Lack of energy,None,None,None,4
Diabetes,Increased drinking and urination,Hunger,Weight Loss,Cataracts,None,None,None,4
Diabetes,Hunger,Weight Loss,Vomiting,Cataracts,Loss of appetite,Enlarged Liver,None,6
Diabetes,Hunger,Vomiting,Glucose in urine,Lack of energy,None,None,None,4
Diabetes,Vomiting,Loss of appetite,Glucose in urine,Coma,Collapse,Enlarged Liver,None,6
Diabetes,Lethargy,Vomiting,Cataracts,Glucose in urine,Coma,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Hunger,Loss of appetite,Collapse,None,None,None,4
Diabetes,Lethargy,Vomiting,Cataracts,Losing sight,Glucose in urine,Enlarged Liver,None,6
Diabetes,Weight Loss,Lethargy,Cataracts,Losing sight,Collapse,None,None,5
Diabetes,Weight Loss,Lethargy,Cataracts,Losing sight,Glucose in urine,Enlarged Liver,None,6
Diabetes,Lethargy,Losing sight,Glucose in urine,Lack of energy,None,None,None,4
Diabetes,Weight Loss,Vomiting,Cataracts,Coma,Lack of energy,None,None,5
Diabetes,Hunger,Losing sight,Loss of appetite,Lack of energy,Enlarged Liver,None,None,5
Diabetes,Increased drinking and urination,Hunger,Vomiting,Glucose in urine,Coma,Collapse,None,6
Diabetes,Hunger,Weight Loss,Vomiting,Losing sight,Collapse,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Hunger,Weight Loss,Lethargy,Coma,Collapse,None,6
Diabetes,Cataracts,Losing sight,Loss of appetite,Glucose in urine,Collapse,Enlarged Liver,None,6
Diabetes,Weight Loss,Lethargy,Loss of appetite,Glucose in urine,Collapse,None,None,5
Diabetes,Weight Loss,Lethargy,Loss of appetite,Coma,Collapse,Lack of energy,None,6
Diabetes,Increased drinking and urination,Weight Loss,Lethargy,Cataracts,Losing sight,Lack of energy,None,6
Diabetes,Increased drinking and urination,Hunger,Cataracts,Losing sight,Enlarged Liver,None,None,5
Diabetes,Cataracts,Losing sight,Collapse,Enlarged Liver,None,None,None,4
Diabetes,Weight Loss,Vomiting,Cataracts,Glucose in urine,Lack of energy,None,None,5
Diabetes,Increased drinking and urination,Lethargy,Cataracts,Losing sight,Loss of appetite,Coma,None,6
Diabetes,Hunger,Lethargy,Glucose in urine,Coma,Collapse,None,None,5
Diabetes,Vomiting,Cataracts,Loss of appetite,Coma,Collapse,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Hunger,Losing sight,Loss of appetite,Glucose in urine,Collapse,None,6
Diabetes,Hunger,Weight Loss,Losing sight,Glucose in urine,Coma,None,None,5
Diabetes,Hunger,Vomiting,Cataracts,Coma,Collapse,Lack of energy,None,6
Diabetes,Hunger,Weight Loss,Loss of appetite,Lack of energy,None,None,None,4
Diabetes,Cataracts,Glucose in urine,Coma,Collapse,Lack of energy,None,None,5
Diabetes,Increased drinking and urination,Weight Loss,Lethargy,Cataracts,Lack of energy,None,None,5
Diabetes,Hunger,Weight Loss,Cataracts,Glucose in urine,Enlarged Liver,None,None,5
Diabetes,Lethargy,Vomiting,Cataracts,Glucose in urine,Collapse,Lack of energy,None,6
Diabetes,Loss of appetite,Glucose in urine,Coma,Lack of energy,Enlarged Liver,None,None,5
Diabetes,Increased drinking and urination,Weight Loss,Glucose in urine,Lack of energy,None,None,None,4
Diabetes,Lethargy,Cataracts,Glucose in urine,Collapse,Lack of energy,Enlarged Liver,None,6
Diabetes,Hunger,Vomiting,Losing sight,Loss of appetite,Glucose in urine,None,None,5
Diabetes,Increased drinking and urination,Lethargy,Vomiting,Losing sight,Collapse,Lack of energy,None,6
Diabetes,Increased drinking and urination,Lethargy,Loss of appetite,Lack of energy,None,None,None,4
Diabetes,Weight Loss,Vomiting,Coma,Collapse,Enlarged Liver,None,None,5
Diabetes,Lethargy,Cataracts,Loss of appetite,Coma,Collapse,Enlarged Liver,None,6
Diabetes,Hunger,Loss of appetite,Glucose in urine,Coma,Lack of energy,Enlarged Liver,None,6
Diabetes,Weight Loss,Vomiting,Loss of appetite,Coma,Collapse,Lack of energy,None,6
Diabetes,Increased drinking and urination,Hunger,Weight Loss,Loss of appetite,Glucose in urine,Collapse,None,6
Diabetes,Vomiting,Cataracts,Losing sight,Loss of appetite,Coma,Collapse,None,6
Diabetes,Increased drinking and urination,Cataracts,Loss of appetite,Enlarged Liver,None,None,None,4
Diabetes,Hunger,Vomiting,Cataracts,Glucose in urine,Coma,Collapse,None,6
Diabetes,Increased drinking and urination,Hunger,Weight Loss,Loss of appetite,Coma,None,None,5
Diabetes,Increased drinking and urination,Cataracts,Losing sight,Glucose in urine,Coma,Collapse,None,6
Diabetes,Vomiting,Loss of appetite,Lack of energy,Enlarged Liver,None,None,None,4
Diabetes,Increased drinking and urination,Hunger,Vomiting,Losing sight,Loss of appetite,Collapse,None,6
Diabetes,Hunger,Lethargy,Vomiting,Cataracts,Losing sight,Glucose in urine,None,6
Diabetes,Increased drinking and urination,Cataracts,Coma,Lack of energy,Enlarged Liver,None,None,5
Diabetes,Lethargy,Vomiting,Losing sight,Loss of appetite,Glucose in urine,Lack of energy,None,6
Diabetes,Hunger,Weight Loss,Lethargy,Vomiting,Losing sight,Loss of appetite,None,6
Diabetes,Increased drinking and urination,Lethargy,Vomiting,Losing sight,Glucose in urine,Lack of energy,None,6
Diabetes,Loss of appetite,Glucose in urine,Collapse,Lack of energy,Enlarged Liver,None,None,5
Diabetes,Weight Loss,Vomiting,Loss of appetite,Collapse,Enlarged Liver,None,None,5
Diabetes,Increased drinking and urination,Losing sight,Glucose in urine,Lack of energy,Enlarged Liver,None,None,5
Diabetes,Increased drinking and urination,Weight Loss,Losing sight,Collapse,Lack of energy,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Hunger,Vomiting,Collapse,Lack of energy,None,None,5
Diabetes,Hunger,Weight Loss,Vomiting,Cataracts,Loss of appetite,Coma,None,6
Diabetes,Weight Loss,Losing sight,Loss of appetite,Enlarged Liver,None,None,None,4
Diabetes,Increased drinking and urination,Hunger,Lethargy,Cataracts,None,None,None,4
Diabetes,Vomiting,Loss of appetite,Coma,Collapse,Lack of energy,None,None,5
Diabetes,Weight Loss,Loss of appetite,Glucose in urine,Coma,Collapse,Lack of energy,None,6
Diabetes,Hunger,Lethargy,Vomiting,Losing sight,Loss of appetite,Collapse,None,6
Diabetes,Increased drinking and urination,Vomiting,Cataracts,Collapse,Lack of energy,None,None,5
Diabetes,Increased drinking and urination,Cataracts,Losing sight,Coma,None,None,None,4
Diabetes,Increased drinking and urination,Vomiting,Losing sight,Coma,Lack of energy,Enlarged Liver,None,6
Diabetes,Weight Loss,Lethargy,Vomiting,Losing sight,Loss of appetite,Coma,None,6
Diabetes,Weight Loss,Lethargy,Loss of appetite,Glucose in urine,Coma,Collapse,None,6
Diabetes,Lethargy,Vomiting,Cataracts,Losing sight,Glucose in urine,Lack of energy,None,6
Diabetes,Weight Loss,Glucose in urine,Lack of energy,Enlarged Liver,None,None,None,4
Diabetes,Weight Loss,Glucose in urine,Collapse,Lack of energy,Enlarged Liver,None,None,5
Diabetes,Weight Loss,Vomiting,Loss of appetite,Glucose in urine,Coma,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Lethargy,Vomiting,Cataracts,Glucose in urine,Coma,None,6
Diabetes,Increased drinking and urination,Hunger,Lethargy,Vomiting,Lack of energy,Enlarged Liver,None,6
Diabetes,Hunger,Weight Loss,Cataracts,Loss of appetite,Glucose in urine,Coma,None,6
Diabetes,Hunger,Lethargy,Glucose in urine,Collapse,Enlarged Liver,None,None,5
Diabetes,Hunger,Weight Loss,Lethargy,Losing sight,Lack of energy,Enlarged Liver,None,6
Diabetes,Vomiting,Cataracts,Losing sight,Loss of appetite,Glucose in urine,Lack of energy,None,6
Diabetes,Increased drinking and urination,Hunger,Lethargy,Glucose in urine,Enlarged Liver,None,None,5
Diabetes,Increased drinking and urination,Hunger,Losing sight,Loss of appetite,Coma,Enlarged Liver,None,6
Diabetes,Hunger,Vomiting,Cataracts,Coma,Lack of energy,Enlarged Liver,None,6
Diabetes,Hunger,Weight Loss,Cataracts,Losing sight,Loss of appetite,Collapse,None,6
Diabetes,Increased drinking and urination,Weight Loss,Cataracts,Losing sight,Lack of energy,None,None,5
Diabetes,Hunger,Weight Loss,Cataracts,Losing sight,Coma,None,None,5
Diabetes,Hunger,Weight Loss,Cataracts,Loss of appetite,None,None,None,4
Diabetes,Hunger,Cataracts,Losing sight,Loss of appetite,Coma,Collapse,None,6
Diabetes,Increased drinking and urination,Hunger,Cataracts,Collapse,Enlarged Liver,None,None,5
Diabetes,Weight Loss,Vomiting,Losing sight,Loss of appetite,Glucose in urine,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Cataracts,Glucose in urine,Coma,Collapse,Lack of energy,None,6
Diabetes,Weight Loss,Glucose in urine,Coma,Lack of energy,None,None,None,4
Diabetes,Increased drinking and urination,Hunger,Losing sight,Loss of appetite,Glucose in urine,None,None,5
Diabetes,Weight Loss,Vomiting,Losing sight,Glucose in urine,None,None,None,4
Diabetes,Hunger,Vomiting,Loss of appetite,Glucose in urine,Lack of energy,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Weight Loss,Cataracts,Glucose in urine,Coma,None,None,5
Diabetes,Increased drinking and urination,Hunger,Weight Loss,Cataracts,Losing sight,Enlarged Liver,None,6
Diabetes,Cataracts,Losing sight,Coma,Lack of energy,Enlarged Liver,None,None,5
Diabetes,Increased drinking and urination,Lethargy,Vomiting,Cataracts,Lack of energy,None,None,5
Diabetes,Lethargy,Cataracts,Losing sight,Coma,Lack of energy,None,None,5
Diabetes,Weight Loss,Lethargy,Losing sight,Loss of appetite,Lack of energy,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Weight Loss,Lethargy,Coma,Lack of energy,Enlarged Liver,None,6
Diabetes,Weight Loss,Vomiting,Cataracts,Glucose in urine,Coma,Lack of energy,None,6
Diabetes,Hunger,Vomiting,Losing sight,Glucose in urine,Coma,Lack of energy,None,6
Diabetes,Increased drinking and urination,Vomiting,Loss of appetite,Glucose in urine,Collapse,None,None,5
Diabetes,Hunger,Weight Loss,Cataracts,Losing sight,Coma,Collapse,None,6
Diabetes,Increased drinking and urination,Weight Loss,Loss of appetite,Glucose in urine,Collapse,None,None,5
Diabetes,Lethargy,Glucose in urine,Coma,Collapse,Lack of energy,Enlarged Liver,None,6
Diabetes,Lethargy,Loss of appetite,Glucose in urine,Lack of energy,None,None,None,4
Diabetes,Increased drinking and urination,Weight Loss,Lethargy,Glucose in urine,Coma,Collapse,None,6
Diabetes,Lethargy,Losing sight,Loss of appetite,Glucose in urine,Collapse,None,None,5
Diabetes,Increased drinking and urination,Weight Loss,Vomiting,Coma,Lack of energy,None,None,5
Diabetes,Lethargy,Vomiting,Cataracts,Losing sight,Glucose in urine,Collapse,None,6
Diabetes,Lethargy,Cataracts,Losing sight,Loss of appetite,Glucose in urine,Coma,None,6
Diabetes,Increased drinking and urination,Hunger,Lethargy,Cataracts,Glucose in urine,Lack of energy,None,6
Diabetes,Increased drinking and urination,Hunger,Weight Loss,Lethargy,Coma,Lack of energy,None,6
Diabetes,Lethargy,Vomiting,Losing sight,Loss of appetite,Lack of energy,None,None,5
Diabetes,Hunger,Weight Loss,Cataracts,Loss of appetite,Glucose in urine,None,None,5
Diabetes,Increased drinking and urination,Glucose in urine,Coma,Collapse,Lack of energy,None,None,5
Diabetes,Increased drinking and urination,Vomiting,Cataracts,Glucose in urine,Enlarged Liver,None,None,5
Diabetes,Weight Loss,Losing sight,Glucose in urine,Collapse,Enlarged Liver,None,None,5
Diabetes,Hunger,Cataracts,Losing sight,Lack of energy,None,None,None,4
Diabetes,Loss of appetite,Glucose in urine,Coma,Collapse,None,None,None,4
Diabetes,Increased drinking and urination,Hunger,Loss of appetite,Collapse,Lack of energy,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Lethargy,Cataracts,Coma,Collapse,Lack of energy,None,6
Diabetes,Increased drinking and urination,Hunger,Glucose in urine,Collapse,None,None,None,4
Diabetes,Increased drinking and urination,Hunger,Weight Loss,Lethargy,Vomiting,Glucose in urine,None,6
Diabetes,Increased drinking and urination,Lethargy,Vomiting,Losing sight,Collapse,None,None,5
Diabetes,Increased drinking and urination,Hunger,Lethargy,Cataracts,Lack of energy,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Vomiting,Cataracts,Glucose in urine,Collapse,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Weight Loss,Cataracts,Losing sight,Loss of appetite,Lack of energy,None,6
Diabetes,Increased drinking and urination,Hunger,Weight Loss,Lethargy,Cataracts,Enlarged Liver,None,6
Diabetes,Hunger,Weight Loss,Vomiting,Loss of appetite,Lack of energy,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Weight Loss,Lethargy,Vomiting,Coma,Lack of energy,None,6
Diabetes,Lethargy,Cataracts,Losing sight,Loss of appetite,Collapse,Lack of energy,None,6
Diabetes,Weight Loss,Cataracts,Loss of appetite,Collapse,Lack of energy,None,None,5
Diabetes,Increased drinking and urination,Hunger,Lethargy,Cataracts,Coma,Collapse,None,6
Diabetes,Vomiting,Losing sight,Loss of appetite,Glucose in urine,Coma,Enlarged Liver,None,6
Diabetes,Lethargy,Vomiting,Losing sight,Loss of appetite,Coma,Enlarged Liver,None,6
Diabetes,Increased drinking and urination,Weight Loss,Cataracts,Coma,None,None,None,4
